Y-13-1  Helmholtz
Y-13-4  Helmholtz
Y-13-3  Helmholtz
Y-13-2  Helmholtz
Hs-1-1  Helmholtz
Hs-1-2  Helmholtz
Hs-1-3  Helmholtz wrong
Hs-1-3  Helmholtz Not sure what happened here, check the third slot data
Hs-1-3  Helmholtz wrong
Hs-1-4  Helmholtz
As-1-1-1  Helmholtz
As-1-1-2  Helmholtz
As-1-3-1  Helmholtz
As-1-3-2  Helmholtz
As-1-4-1  Helmholtz
As-1-2-1  Helmholtz
As-1-2-2  Helmholtz
Hs-1-3  Helmholtz
Y-32-1  Helmholtz
Y-32-2  Helmholtz
Y-32-4  Helmholtz
Y-32-3  Helmholtz
Hs-2-1  Helmholtz
Hs-2-2  Helmholtz
Hs-2-3  Helmholtz
Hs-2-4  Helmholtz
As-2-1-1  Helmholtz
As-2-1-2  Helmholtz
As-2-2-2  Helmholtz
As-2-2-1  Helmholtz
As-2-4-1  Helmholtz
As-2-3-1  Helmholtz
As-2-3-2  Helmholtz
Y-19-1  Helmholtz
Y-19-2  Helmholtz
Y-19-3  Helmholtz
Y-19-4  Helmholtz
Hs-17-1  Helmholtz
Hs-17-2  Helmholtz
Hs-17-4  Helmholtz
Hs-17-3  Helmholtz
As-17-1-2  Helmholtz
As-17-1-1  Helmholtz
As-17-2-1  Helmholtz
As-17-4-2  Helmholtz
As-17-4-1  Helmholtz
As-17-3-2  Helmholtz
As-17-3-1  Helmholtz
Y-10-1  Helmholtz
Y-10-4  Helmholtz
Y-10-2  Helmholtz
Y-10-3  Helmholtz
Hs-10-2  Helmholtz
Hs-10-1  Helmholtz
Hs-10-3  Helmholtz
Hs-10-4  Helmholtz
As-10-1-2  Helmholtz
As-10-1-1  Helmholtz
As-10-2-1  Helmholtz
As-10-2-2  Helmholtz
As-10-4-1  Helmholtz
As-10-4-2  Helmholtz
As-10-3-1  Helmholtz
Y-11-1  Helmholtz
Y-11-4  Helmholtz
Y-11-2  Helmholtz
Y-11-3  Helmholtz
Hs-3-1  Helmholtz
Hs-3-2  Helmholtz
Hs-3-3  Helmholtz
Hs-3-4  Helmholtz
As-3-2-2  Helmholtz
As-3-2-1  Helmholtz
As-3-1-1  Helmholtz
As-3-1-2  Helmholtz
As-3-4-1  Helmholtz
As-3-3-2  Helmholtz
As-3-3-1  Helmholtz
Y-30-1  Helmholtz
Y-30-2  Helmholtz
Y-30-3  Helmholtz
Y-30-4  Helmholtz
Hs-18-1  Helmholtz
Hs-18-2  Helmholtz
Hs-18-3  Helmholtz
Hs-18-4  Helmholtz
As-18-1-1  Helmholtz
As-18-1-2  Helmholtz
As-18-4-2  Helmholtz
As-18-4-1  Helmholtz
As-18-2-1  Helmholtz
As-18-3-2  Helmholtz
As-18-3-1  Helmholtz
Y-24-1  Helmholtz
Y-24-2  Helmholtz
Y-24-3  Helmholtz
Y-24-4  Helmholtz
Hs-13-1  Helmholtz
Hs-13-2  Helmholtz
Hs-13-3  Helmholtz
Hs-13-4  Helmholtz
As-13-2-2  Helmholtz
As-13-2-1  Helmholtz
As-13-1-2  Helmholtz
As-13-1-1  Helmholtz
As-13-3-1  Helmholtz
As-13-4-1  Helmholtz
As-13-4-2  Helmholtz
Y-5-1  Helmholtz
Y-5-4  Helmholtz
Y-5-3  Helmholtz
Y-5-2  Helmholtz
Hn-19-1  Helmholtz
Hn-19-2  Helmholtz
Hn-19-3  Helmholtz
Hn-19-4  Helmholtz
An-19-2-1  Helmholtz
An-19-1-1  Helmholtz
An-19-1-2  Helmholtz
An-19-3-1  Helmholtz
An-19-3-2  Helmholtz
An-19-4-1  Helmholtz
An-19-4-2  Helmholtz
Y-1-1  Helmholtz
Y-1-4  Helmholtz
Y-1-3  Helmholtz
Y-1-2  Helmholtz
Hn-6-1  Helmholtz
Hn-6-3  Helmholtz
Hn-6-2  Helmholtz
Hn-6-4  Helmholtz
An-6-2-1  Helmholtz
An-6-2-2  Helmholtz
An-6-1-2  Helmholtz
An-6-1-1  Helmholtz
An-6-3-1  Helmholtz
An-6-4-1  Helmholtz
An-6-4-2  Helmholtz
Y-20-1  Helmholtz
Y-20-4  Helmholtz
Y-20-2  Helmholtz
Y-20-3  Helmholtz
Hs-5-1  Helmholtz
Hs-5-2  Helmholtz
Hs-5-4  Helmholtz
Hs-5-3  Helmholtz
As-5-1-1  Helmholtz
As-5-1-2  Helmholtz
As-5-2-2  Helmholtz
