Y-14-1  Helmholtz
Y-14-3  Helmholtz
Y-14-4  Helmholtz
Y-14-2  Helmholtz
Hs-5-1  Helmholtz
Hs-5-2  Helmholtz
Hs-5-3  Helmholtz
Hs-5-4  Helmholtz
As-5-1-1  Helmholtz
As-5-1-2  Helmholtz
As-5-2-1  Helmholtz
As-5-2-2  Helmholtz
As-5-3-1  Helmholtz
As-5-3-2  Helmholtz
As-5-4-1  Helmholtz
As-5-4-2  Helmholtz
Y-20-1  Helmholtz
Y-20-2  Helmholtz
Y-20-3  Helmholtz
Y-20-4  Helmholtz
Hn-10-1  Helmholtz
Hn-10-2  Helmholtz
Hn-10-3  Helmholtz
Hn-10-4  Helmholtz
An-10-1-1  Helmholtz
An-10-1-2  Helmholtz
An-10-2-1  Helmholtz
An-10-2-2  Helmholtz
An-10-3-1  Helmholtz
An-10-3-2  Helmholtz
An-10-4-1  Helmholtz
An-10-4-2  Helmholtz
Y-15-1  Helmholtz
Y-15-2  Helmholtz
Y-15-3  Helmholtz
Y-15-4  Helmholtz
Hn-16-1  Helmholtz
Hn-16-2  Helmholtz
Hn-16-3  Helmholtz
Hn-16-4  Helmholtz
An-16-2-1  Helmholtz
An-16-2-2  Helmholtz
An-16-3-1  Helmholtz
An-16-3-2  Helmholtz
An-16-4-1  Helmholtz
An-16-4-2  Helmholtz
An-16-1-1  Helmholtz
An-16-1-2  Helmholtz
Y-3-1  Helmholtz
Y-3-2  Helmholtz - wrong

Y-3-2  Helmholtz
Y-3-3  Helmholtz
Y-3-4  Helmholtz
Hn-9-1  Helmholtz
Hn-9-2  Helmholtz
Hn-9-3  Helmholtz
Hn-9-4  Helmholtz
An-9-1-2  Helmholtz
An-9-1-1  Helmholtz
An-9-2-1  Helmholtz
An-9-2-2  Helmholtz
An-9-3-2  Helmholtz
An-9-3-1  Helmholtz
An-9-4-2  Helmholtz
An-9-4-1  Helmholtz
Y-23-1  Helmholtz
Y-23-2  Helmholtz
Y-23-3  Helmholtz
Y-23-4  Helmholtz
Hn-37-1  Helmholtz
Hn-37-2  Helmholtz
Hn-37-3  Helmholtz
Hn-37-4  Helmholtz
An-37-1-2  Helmholtz
An-37-1-1  Helmholtz
An-37-2-2  Helmholtz
An-37-2-1  Helmholtz
An-37-3-2  Helmholtz
An-37-3-1  Helmholtz
An-37-4-2  Helmholtz
An-37-4-1  Helmholtz
Y-26-1  Helmholtz
Y-26-4  Helmholtz
Y-26-3  Helmholtz
Y-26-2  Helmholtz
Hn-8-1  Helmholtz
Hn-8-2  Helmholtz
Hn-8-4  Helmholtz
Hn-8-3  Helmholtz
An-8-1-1  Helmholtz
An-8-1-2  Helmholtz
An-8-2-1  Helmholtz
An-8-2-2  Helmholtz
An-8-4-2  Helmholtz
An-8-4-1  Helmholtz
An-8-3-2  Helmholtz
An-8-3-1  Helmholtz
Y-40-1  Helmholtz
Y-40-2  Helmholtz
Y-40-3  Helmholtz
Y-40-4  Helmholtz
Hs-13-1  Helmholtz
Hs-13-4  Helmholtz
Hs-13-3  Helmholtz
Hs-13-2  Helmholtz
As-13-1-2  Helmholtz
As-13-1-1  Helmholtz
As-13-3-2  Helmholtz
As-13-3-1  Helmholtz
As-13-2-1  Helmholtz
As-13-2-2  Helmholtz
As-13-4-1  Helmholtz
As-13-4-2  Helmholtz
Y-24-3  Helmholtz
Y-24-1  Helmholtz
Y-24-2  Helmholtz
Y-24-4  Helmholtz
Hn-19-1  Helmholtz
Hn-19-3  Helmholtz
Hn-19-4  Helmholtz
Hn-19-2  Helmholtz
An-19-3-1  Helmholtz
An-19-3-2  Helmholtz
An-19-1-1  Helmholtz
An-19-1-2  Helmholtz - wrong

An-19-1-2  Helmholtz
An-19-4-1  Helmholtz
An-19-4-2  Helmholtz
An-19-2-1  Helmholtz
An-19-2-2  Helmholtz
Y-5-1  Helmholtz
Y-5-2  Helmholtz
Y-5-3  Helmholtz
Y-5-4  Helmholtz
Hn-6-1  Helmholtz
Hn-6-2  Helmholtz
Hn-6-3  Helmholtz
Hn-6-4  Helmholtz
An-6-1-1  Helmholtz
An-6-1-2  Helmholtz
An-6-4-1  Helmholtz
An-6-4-2  Helmholtz
An-6-2-1  Helmholtz
An-6-2-2  Helmholtz
An-6-3-1  Helmholtz
An-6-3-2  Helmholtz
Y-1-1  Helmholtz
Y-1-2  Helmholtz
Y-1-3  Helmholtz
Y-1-4  Helmholtz
Hs-18-1  Helmholtz
Hs-18-2  Helmholtz
Hs-18-3  Helmholtz
Hs-18-4  Helmholtz
As-18-4-1  Helmholtz
As-18-4-2  Helmholtz
As-18-3-1  Helmholtz
As-18-3-2  Helmholtz
As-18-2-1  Helmholtz
As-18-2-2  Helmholtz
As-18-1-1  Helmholtz
As-18-1-2  Helmholtz
Y-30-1  Helmholtz
Y-30-2  Helmholtz
Y-30-3  Helmholtz
Y-30-4  Helmholtz
Y-13-1  Helmholtz
Y-13-2  Helmholtz
Y-13-3  Helmholtz
Y-13-4  Helmholtz
Hs-1-1  Helmholtz
Hs-1-3  Helmholtz
Hs-1-4  Helmholtz
Hs-1-2  Helmholtz
As-1-1-1  Helmholtz
As-1-1-2  Helmholtz
As-1-2-1  Helmholtz
As-1-2-2  Helmholtz
As-1-4-1  Helmholtz
As-1-4-2  Helmholtz
As-1-3-1  Helmholtz
As-1-3-2  Helmholtz
Y-32-1  Helmholtz
Y-32-2  Helmholtz
Y-32-3  Helmholtz
Y-32-4  Helmholtz
Hs-2-1  Helmholtz
Hs-2-2  Helmholtz
Hs-2-3  Helmholtz
Hs-2-4  Helmholtz
As-2-1-1  Helmholtz
As-2-1-2  Helmholtz
As-2-2-1  Helmholtz
As-2-2-2  Helmholtz
As-2-3-2  Helmholtz
As-2-3-1  Helmholtz
As-2-4-1  Helmholtz
As-2-4-2  Helmholtz
Y-19-1  Helmholtz
Y-19-2  Helmholtz
Y-19-3  Helmholtz
Y-19-4  Helmholtz
Hs-17-1  Helmholtz
Hs-17-2  Helmholtz
Hs-17-3  Helmholtz
Hs-17-4  Helmholtz
As-17-1-1  Helmholtz
As-17-1-2  Helmholtz
As-17-2-1  Helmholtz
As-17-2-2  Helmholtz
As-17-3-1  Helmholtz
As-17-3-2  Helmholtz
As-17-4-1  Helmholtz
As-17-4-2  Helmholtz
Y-10-1  Helmholtz
Y-10-2  Helmholtz
Y-10-3  Helmholtz
Y-10-4  Helmholtz
Hs-10-1  Helmholtz
Hs-10-2  Helmholtz
Hs-10-3  Helmholtz
Hs-10-4  Helmholtz
As-10-1-1  Helmholtz
As-10-1-2  Helmholtz
As-10-2-1  Helmholtz
As-10-2-2  Helmholtz
As-10-3-1  Helmholtz
As-10-3-2  Helmholtz
As-10-4-1  Helmholtz
As-10-4-2  Helmholtz
Y-11-1  Helmholtz
Y-11-2  Helmholtz
Y-11-3  Helmholtz
Y-11-4  Helmholtz
Hs-3-1  Helmholtz
Hs-3-2  Helmholtz
Hs-3-3  Helmholtz
Hs-3-4  Helmholtz
As-3-1-1  Helmholtz
As-3-1-2  Helmholtz
As-3-2-1  Helmholtz
As-3-2-2  Helmholtz
As-3-3-1  Helmholtz
As-3-3-2  Helmholtz
As-3-4-1  Helmholtz
As-3-4-2  Helmholtz
Y-38-1  Helmholtz
Y-38-2  Helmholtz
Y-38-3  Helmholtz
Y-38-4  Helmholtz
Hn-12-1  Helmholtz
Hn-12-2  Helmholtz
Hn-12-3  Helmholtz
Hn-12-4  Helmholtz
An-12-1-1  Helmholtz
An-12-1-2  Helmholtz
An-12-2-1  Helmholtz
An-12-2-2  Helmholtz
An-12-3-1  Helmholtz
An-12-3-2  Helmholtz
An-12-4-1  Helmholtz
An-12-4-2  Helmholtz
Y-6-1  Helmholtz
Y-6-2  Helmholtz
Y-6-3  Helmholtz
Y-6-4  Helmholtz
Hn-39-1  Helmholtz
Hn-39-2  Helmholtz
Hn-39-3  Helmholtz
Hn-39-4  Helmholtz
An-39-1-1  Helmholtz
An-39-1-2  Helmholtz
An-39-2-1  Helmholtz
An-39-2-2  Helmholtz
An-39-3-1  Helmholtz
An-39-3-2  Helmholtz
